id_cliente,servicos_recomendados
299,"['Corte Masculino', 'Manicure', 'Escova G', '#NOME?', 'Aplicação de Coloração do cliente raiz', 'Manicure e Pedicure', 'Corte FEMININO', 'Pedicure', 'Nutrição KEUNE YOU P', 'Design de Sobrancelha', 'Hidratação Takae G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Mechas', 'Nutrição P.H', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU G', 'Unha Artística/Decorada', 'Penteado', 'Manutenção Soft Gel', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'MATIZAÇÃO M', 'Manutenção volume brasileiro', 'Pezinho Masculino', 'Top Coat em gel', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Sem referencia', 'SPA de pés', 'Remoção', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pigmentação de Barba', 'Pure Repair P.H', 'Postiça Realista', 'Postiça', 'Unha de Gel - Manutenção', 'Pintura Sobrancelhas - Henna', 'Lavar e Secar M', 'Lavar e Secar P', 'Hidratação Wella', 'Lavar e Secar G', 'Corte Parceria', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Banho em Gel', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Escova GG', 'Lavar', 'Escova M', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
113,"['Manicure e Pedicure', 'Coloração Keune', 'Escova M', 'Nutrição P.H', 'Hidratação Takae M', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Corte FEMININO', 'Nutrição KEUNE YOU P', 'Manicure', 'SPA de pés', 'Pedicure', 'Mechas', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU G', '#NOME?', 'Manutenção volume brasileiro', 'Manutenção Soft Gel', 'Manicure e Pedicure - Francesinha', 'MATIZAÇÃO M', 'Lavar e Secar P', 'Manutenção Banho em Gel', 'Pezinho Masculino', 'Penteado', 'Lavar e Secar G', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Top Coat em gel', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Sem referencia', 'Remoção', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Postiça Realista', 'Postiça', 'Pintura Sobrancelhas - Henna', 'Pigmentação de Barba', 'Lavar e Secar M', 'Hidratação Wella', 'Lavar', 'Barba', 'Corte Infantil', 'Corte - Franja', 'Coloração Keune Ruivo', 'Cilios 3, 4, 5 D', 'Cabelo e Barba', 'Base', 'Banho em Gel', 'Corte Parceria', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Corte Masculino', 'Design de Sobrancelha', 'LIXAR PÉS', 'Hidratação Previa', 'Alongamento Soft Gel', 'Hidratação Takae P', 'Hidratação Takae GG', 'Hidratação Takae G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Esmaltação - Pés', 'Escova G', 'Esmaltação - Mãos', 'Esmaltação  - ESPECIAL', 'Escova+ PRANCHA  P', 'Escova e Prancha', 'Escova P', 'Escova GG', 'hidratação Muzza']"
304,"['Manicure', '#NOME?', 'Escova M', 'Coloração Keune', 'Corte FEMININO', 'Design de Sobrancelha', 'Nutrição P.H', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Corte - Franja', 'Lavar e Secar P', 'Manicure e Pedicure - Francesinha', 'BABYLISS  P', 'Terapia Capilar pacote', 'BABYLISS M', 'Lavar e Secar G', 'Manicure e Pedicure', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Escova GG', 'Postiça', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Unha de Gel - Manutenção', 'SPA de pés', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Sem referencia', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Mechas', 'Terapia Capilar com ozonio', 'Pure Repair P.H', 'MATIZAÇÃO M', 'Unha Artística/Decorada', 'Pedicure', 'Penteado', 'Top Coat em gel', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Pezinho Masculino', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'Postiça Realista', 'Remoção', 'Hidratação Wella', 'Lavar e Secar M', 'Escova G', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'Banho em Gel', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte Infantil', 'Corte Masculino', 'Corte Parceria', 'Escova P', 'Lavar', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
196,"['Coloração Keune', 'Manicure', 'Manicure e Pedicure', 'Corte FEMININO', 'Barba', 'Nutrição P.H', 'Cabelo e Barba', 'Pedicure', 'Escova M', 'Design de Sobrancelha', 'Penteado', 'Escova P', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Mechas', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Corte Masculino', 'Lavar e Secar P', 'Remoção', 'Banho em Gel', 'Terapia Capilar com ozonio', 'Manutenção Banho em Gel', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Manutenção volume brasileiro', 'Manutenção Soft Gel', 'Nutrição KEUNE YOU P', 'Manicure e Pedicure - Francesinha', '#NOME?', 'Pezinho Masculino', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'MATIZAÇÃO M', 'Postiça Realista', 'Pure Repair P.H', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'SPA de pés', 'Sem referencia', 'Terapia Capilar pacote', 'Top Coat em gel', 'Unha Artística/Decorada', 'Unha de Gel - Manutenção', 'Postiça', 'Hidratação Wella', 'Lavar e Secar M', 'Escova GG', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Base', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Corte Parceria', 'Escova G', 'Escova e Prancha', 'Lavar e Secar G', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Lavar', 'hidratação Muzza']"
55,"['Corte Masculino', 'Manicure e Pedicure', 'Coloração Keune', 'Manicure', 'Pedicure', 'Corte FEMININO', '#NOME?', 'Manicure e Pedicure - Francesinha', 'Manutenção Banho em Gel', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Esmaltação - Pés', 'Escova M', 'Lavar e Secar P', 'Banho em Gel', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'SPA de pés', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'MATIZAÇÃO M', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Top Coat em gel', 'Terapia Capilar pacote', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Terapia Capilar com ozonio', 'Sem referencia', 'Mechas', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Pure Repair P.H', 'Nutrição KEUNE YOU P', 'Nutrição P.H', 'Penteado', 'Remoção', 'Pezinho Masculino', 'Lavar e Secar M', 'Pintura Sobrancelhas - Henna', 'Postiça', 'Postiça Realista', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Pigmentação de Barba', 'Hidratação Wella', 'Lavar e Secar G', 'Design de Sobrancelha', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Corte Parceria', 'Escova G', 'Lavar', 'Escova GG', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
309,"['Manicure e Pedicure', 'Coloração Keune', 'Escova M', 'Nutrição P.H', 'Hidratação Takae M', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Corte FEMININO', 'Nutrição KEUNE YOU P', 'Manicure', 'SPA de pés', 'Pedicure', 'Mechas', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU G', '#NOME?', 'Manutenção volume brasileiro', 'Manutenção Soft Gel', 'Manicure e Pedicure - Francesinha', 'MATIZAÇÃO M', 'Lavar e Secar P', 'Manutenção Banho em Gel', 'Pezinho Masculino', 'Penteado', 'Lavar e Secar G', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Top Coat em gel', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Sem referencia', 'Remoção', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Postiça Realista', 'Postiça', 'Pintura Sobrancelhas - Henna', 'Pigmentação de Barba', 'Lavar e Secar M', 'Hidratação Wella', 'Lavar', 'Barba', 'Corte Infantil', 'Corte - Franja', 'Coloração Keune Ruivo', 'Cilios 3, 4, 5 D', 'Cabelo e Barba', 'Base', 'Banho em Gel', 'Corte Parceria', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Corte Masculino', 'Design de Sobrancelha', 'LIXAR PÉS', 'Hidratação Previa', 'Alongamento Soft Gel', 'Hidratação Takae P', 'Hidratação Takae GG', 'Hidratação Takae G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Esmaltação - Pés', 'Escova G', 'Esmaltação - Mãos', 'Esmaltação  - ESPECIAL', 'Escova+ PRANCHA  P', 'Escova e Prancha', 'Escova P', 'Escova GG', 'hidratação Muzza']"
224,"['Cabelo e Barba', 'Corte Parceria', 'Manicure', 'Corte Masculino', 'Corte FEMININO', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Manicure e Pedicure', 'Escova P', 'Hidratação Previa', '#NOME?', 'Penteado', 'Pedicure', 'Nutrição P.H', 'Nutrição KEUNE YOU P', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Mechas', 'Manutenção volume brasileiro', 'Manutenção Soft Gel', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'Pezinho Masculino', 'Postiça', 'Pigmentação de Barba', 'SPA de pés', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Top Coat em gel', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Sem referencia', 'Remoção', 'Pintura Sobrancelhas - Henna', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Postiça Realista', 'Lavar e Secar P', 'MATIZAÇÃO M', 'Hidratação Wella', 'Lavar e Secar M', 'Escova GG', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Banho em Gel', 'Barba', 'Base', 'Cilios 3, 4, 5 D', 'Coloração Keune', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Design de Sobrancelha', 'Escova G', 'Escova M', 'Lavar e Secar G', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Lavar', 'hidratação Muzza']"
272,"['Manicure e Pedicure', 'Cabelo e Barba', 'Coloração Keune', 'Hidratação Takae M', 'Nutrição P.H', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Escova M', 'Corte FEMININO', 'Pedicure', 'Manicure', 'Nutrição KEUNE YOU P', 'SPA de pés', 'Corte Masculino', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', '#NOME?', 'Mechas', 'Manutenção volume brasileiro', 'Manutenção Soft Gel', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'MATIZAÇÃO M', 'Penteado', 'Pintura Sobrancelhas - Henna', 'Pezinho Masculino', 'Remoção', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Top Coat em gel', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Sem referencia', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Pigmentação de Barba', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Postiça Realista', 'Postiça', 'Lavar e Secar M', 'Lavar e Secar P', 'Hidratação Wella', 'Lavar e Secar G', 'Barba', 'Corte Parceria', 'Corte Infantil', 'Corte - Franja', 'Coloração Keune Ruivo', 'Cilios 3, 4, 5 D', 'Base', 'Banho em Gel', 'Lavar', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Design de Sobrancelha', 'Escova G', 'Escova GG', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
330,"['Manicure', '#NOME?', 'Escova M', 'Coloração Keune', 'Corte FEMININO', 'Design de Sobrancelha', 'Nutrição P.H', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Corte - Franja', 'Lavar e Secar P', 'Manicure e Pedicure - Francesinha', 'BABYLISS  P', 'Terapia Capilar pacote', 'BABYLISS M', 'Lavar e Secar G', 'Manicure e Pedicure', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Escova GG', 'Postiça', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Unha de Gel - Manutenção', 'SPA de pés', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Sem referencia', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Mechas', 'Terapia Capilar com ozonio', 'Pure Repair P.H', 'MATIZAÇÃO M', 'Unha Artística/Decorada', 'Pedicure', 'Penteado', 'Top Coat em gel', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Pezinho Masculino', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'Postiça Realista', 'Remoção', 'Hidratação Wella', 'Lavar e Secar M', 'Escova G', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'Banho em Gel', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte Infantil', 'Corte Masculino', 'Corte Parceria', 'Escova P', 'Lavar', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
6,"['Corte Masculino', 'Corte Infantil', 'Manicure e Pedicure', 'Nutrição KEUNE YOU G', '#NOME?', 'Manutenção volume brasileiro', 'Nutrição P.H', 'Nutrição KEUNE YOU P', 'Nutrição KEUNE YOU M', 'Mechas', 'Manutenção Soft Gel', 'Penteado', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'Manicure', 'MATIZAÇÃO M', 'Lavar e Secar P', 'Lavar e Secar M', 'Lavar e Secar G', 'Pedicure', 'Pigmentação de Barba', 'Pezinho Masculino', 'LIXAR PÉS', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Top Coat em gel', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Sem referencia', 'SPA de pés', 'Remoção', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Postiça Realista', 'Postiça', 'Pintura Sobrancelhas - Henna', 'Lavar', 'Hidratação Wella', 'Alongamento Soft Gel', 'Hidratação Takae P', 'Corte FEMININO', 'Corte - Franja', 'Coloração Keune Ruivo', 'Coloração Keune', 'Cilios 3, 4, 5 D', 'Cabelo e Barba', 'Base', 'Barba', 'Banho em Gel', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Corte Parceria', 'Design de Sobrancelha', 'Escova G', 'Hidratação Previa', 'Hidratação Takae M', 'Hidratação Takae GG', 'Hidratação Takae G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Esmaltação - Pés', 'Escova GG', 'Esmaltação - Mãos', 'Esmaltação  - ESPECIAL', 'Escova+ PRANCHA  P', 'Escova e Prancha', 'Escova P', 'Escova M', 'hidratação Muzza']"
274,"['Manicure e Pedicure', 'Corte Masculino', 'Corte FEMININO', 'Manicure', 'Pedicure', 'Pintura Sobrancelhas - Henna', 'Coloração Keune', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Pezinho Masculino', 'Pure Repair P.H', 'Lavar', 'Aplicação de Coloração do cliente raiz', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Lavar e Secar M', 'Lavar e Secar P', 'MATIZAÇÃO M', 'Unha de Gel - Manutenção', 'Manicure e Pedicure - Francesinha', 'Manutenção Banho em Gel', 'Unha Artística/Decorada', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Mechas', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Nutrição P.H', 'Top Coat em gel', 'Penteado', 'Terapia Capilar pacote', 'Pigmentação de Barba', 'Lavar e Secar G', 'Postiça', 'Terapia Capilar com ozonio', 'Postiça Realista', 'Sem referencia', 'SPA de pés', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Remoção', '#NOME?', 'Hidratação Wella', 'LIXAR PÉS', 'Base', 'Corte Parceria', 'Corte Infantil', 'Corte - Franja', 'Coloração Keune Ruivo', 'Cilios 3, 4, 5 D', 'Cabelo e Barba', 'Barba', 'Alongamento Soft Gel', 'Banho em Gel', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Design de Sobrancelha', 'Escova G', 'Escova GG', 'Escova M', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'hidratação Muzza']"
355,"['Corte Masculino', 'Manicure', 'Manicure e Pedicure', 'Coloração Keune', 'Design de Sobrancelha', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Terapia Capilar com ozonio', 'SPA de pés', 'Corte FEMININO', 'Escova M', 'Coloração Keune Ruivo', '#NOME?', 'Pedicure', 'Nutrição P.H', 'Escova P', 'Escova e Prancha', 'Hidratação Previa', 'Hidratação Takae P', 'Lavar e Secar P', 'Pure Repair P.H', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Postiça Realista', 'Terapia Capilar pacote', 'Postiça', 'Nutrição KEUNE YOU G', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Manicure e Pedicure - Francesinha', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Top Coat em gel', 'Manutenção volume brasileiro', 'Mechas', 'Nutrição KEUNE YOU P', 'Nutrição KEUNE YOU M', 'Sem referencia', 'Remoção', 'Penteado', 'Pezinho Masculino', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'MATIZAÇÃO M', 'Pintura Sobrancelhas - Henna', 'Pigmentação de Barba', 'Hidratação Wella', 'Lavar e Secar M', 'Corte Parceria', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Banho em Gel', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Corte - Franja', 'Corte Infantil', 'Escova G', 'Lavar e Secar G', 'Escova GG', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Lavar', 'hidratação Muzza']"
118,"['Cabelo e Barba', 'Barba', 'Corte Masculino', 'Corte Infantil', 'Pezinho Masculino', 'Manutenção volume brasileiro', 'Pedicure', 'Nutrição P.H', 'Nutrição KEUNE YOU P', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU G', 'Mechas', '#NOME?', 'Manutenção Soft Gel', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'Manicure e Pedicure', 'Manicure', 'MATIZAÇÃO M', 'Lavar e Secar P', 'Lavar e Secar M', 'Penteado', 'Pintura Sobrancelhas - Henna', 'Pigmentação de Barba', 'SPA de pés', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Top Coat em gel', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Sem referencia', 'Remoção', 'Lavar', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Postiça Realista', 'Postiça', 'Lavar e Secar G', 'Hidratação Wella', 'LIXAR PÉS', 'Base', 'Corte Parceria', 'Corte FEMININO', 'Corte - Franja', 'Coloração Keune Ruivo', 'Coloração Keune', 'Cilios 3, 4, 5 D', 'Banho em Gel', 'Escova G', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Design de Sobrancelha', 'Escova GG', 'Alongamento Soft Gel', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Takae P', 'Hidratação Takae M', 'Hidratação Takae GG', 'Hidratação Takae G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Previa', 'Escova M', 'Esmaltação - Pés', 'Esmaltação - Mãos', 'Esmaltação  - ESPECIAL', 'Escova+ PRANCHA  P', 'Escova e Prancha', 'Escova P', 'hidratação Muzza']"
