Data;Hora;Profissional;Categoria Serviço;Serviço;Cliente;Sexo;Valor;Fechamento Conta;Status
21/06/2023;11:00;Profissional 4;Mãos e Pés;Manicure;Cliente 59;Feminino;27;Aberta;Cancelado
21/06/2023;12:30;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 59;Feminino;65;Fechada;Finalizado
21/06/2023;12:30;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 59;Feminino;50;Fechada;Finalizado
21/06/2023;12:30;Profissional 4;Mãos e Pés;Manicure;Cliente 59;Feminino;22,5;Fechada;Finalizado
21/06/2023;12:30;Profissional 6;Mãos e Pés;Pedicure;Cliente 59;Feminino;22,5;Fechada;Finalizado
21/06/2023;14:30;Profissional 2;Cuidados com Cabelo;Nutrição KEUNE YOU G;Cliente 106;Feminino;215;Fechada;Finalizado
21/06/2023;15:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 107;Feminino;45;Fechada;Finalizado
21/06/2023;15:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 55;Feminino;120;Fechada;Finalizado
21/06/2023;15:00;Profissional 6;Mãos e Pés;Manicure;Cliente 52;Feminino;27;Fechada;Finalizado
21/06/2023;15:30;Profissional 6;Mãos e Pés;Manicure;Cliente 108;Feminino;27;Fechada;Finalizado
21/06/2023;16:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 109;Feminino;45;Fechada;Finalizado
21/06/2023;17:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 38;Feminino;45;Fechada;Finalizado
21/06/2023;17:00;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 38;Feminino;55;Fechada;Finalizado
21/06/2023;17:00;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 38;Feminino;50;Fechada;Finalizado
22/06/2023;09:00;Profissional 4;Mãos e Pés;Manicure;Cliente 10;Feminino;27;Fechada;Finalizado
22/06/2023;10:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 29;Feminino;45;Fechada;Finalizado
22/06/2023;10:30;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
22/06/2023;10:30;Profissional 2;Cuidados com Cabelo;Null;Cliente 1;Feminino;35;Fechada;Finalizado
22/06/2023;12:00;Profissional 6;Mãos e Pés;Manicure;Cliente 110;Feminino;22,5;Fechada;Finalizado
22/06/2023;12:00;Profissional 4;Mãos e Pés;Pedicure;Cliente 110;Feminino;22,5;Fechada;Finalizado
22/06/2023;13:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 111;Feminino;120;Fechada;Finalizado
22/06/2023;14:00;Profissional 6;Manicure;Manutenção Banho em Gel;Cliente 74;Feminino;110;Fechada;Finalizado
22/06/2023;16:30;Profissional 2;Cuidados com Cabelo;Escova P;Cliente 112;Feminino;45;Fechada;Finalizado
22/06/2023;16:30;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 112;Feminino;60;Fechada;Finalizado
22/06/2023;16:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 112;Feminino;45;Fechada;Finalizado
23/06/2023;08:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 26;Feminino;45;Aberta;Cancelado
23/06/2023;09:00;Profissional 4;Mãos e Pés;Manicure;Cliente 14;Feminino;27;Fechada;Finalizado
23/06/2023;09:30;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 77;Feminino;55;Fechada;Finalizado
23/06/2023;09:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 77;Feminino;77,5;Fechada;Finalizado
23/06/2023;09:30;Profissional 1;Cuidados com Cabelo;Coloração Keune;Cliente 77;Feminino;77,5;Fechada;Finalizado
23/06/2023;09:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 77;Feminino;45;Fechada;Finalizado
23/06/2023;10:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 45;Feminino;45;Fechada;Finalizado
23/06/2023;10:00;Profissional 4;Mãos e Pés;Top Coat em gel;Cliente 45;Feminino;20;Fechada;Finalizado
23/06/2023;11:00;Profissional 2;Cuidados com Cabelo;Reconstrução JOICO K-PAK, OLORCHE  OU CPR P;Cliente 4;Feminino;147;Fechada;Finalizado
23/06/2023;11:00;Profissional 2;Cuidados com Cabelo;Escova e Prancha;Cliente 4;Feminino;20;Fechada;Finalizado
23/06/2023;12:30;Profissional 1;Cuidados com Cabelo;Coloração Keune;Cliente 60;Feminino;87,5;Fechada;Finalizado
23/06/2023;12:30;Profissional 1;Cuidados com Cabelo;Nutrição P.H;Cliente 60;Feminino;110;Fechada;Finalizado
23/06/2023;12:30;Profissional 3;Cuidados com Cabelo;Coloração Keune;Cliente 60;Feminino;87,5;Fechada;Finalizado
23/06/2023;12:30;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 60;Feminino;50;Fechada;Finalizado
23/06/2023;12:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 60;Feminino;45;Fechada;Finalizado
23/06/2023;12:30;Profissional 3;Cuidados com Cabelo;Escova e Prancha;Cliente 60;Feminino;35;Fechada;Finalizado
23/06/2023;14:00;Profissional 2;Cuidados com Cabelo;Nutrição KEUNE YOU P;Cliente 113;Feminino;175;Fechada;Finalizado
27/06/2023;10:30;Profissional 2;Cuidados com Cabelo;Null;Cliente 25;Feminino;35;Fechada;Finalizado
27/06/2023;10:30;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 25;Feminino;65;Fechada;Finalizado
27/06/2023;10:30;Profissional 4;Mãos e Pés;Manicure;Cliente 25;Feminino;27;Fechada;Finalizado
27/06/2023;12:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 10;Feminino;155;Fechada;Finalizado
27/06/2023;12:30;Profissional 2;Cuidados com Cabelo;Nutrição P.H;Cliente 10;Feminino;175;Fechada;Finalizado
27/06/2023;14:00;Profissional 4;Mãos e Pés;Manicure;Cliente 114;Feminino;27;Aberta;Cancelado
27/06/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 7;Feminino;45;Fechada;Finalizado
28/06/2023;09:30;Profissional 4;Mãos e Pés;Manicure;Cliente 115;Feminino;27;Fechada;Finalizado
28/06/2023;09:30;Profissional 3;Cuidados com Cabelo;Escova M;Cliente 115;Feminino;50;Fechada;Finalizado
28/06/2023;10:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 3;Feminino;45;Fechada;Finalizado
28/06/2023;10:30;Profissional 4;Mãos e Pés;Top Coat em gel;Cliente 3;Feminino;20;Fechada;Finalizado
28/06/2023;11:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 116;Feminino;120;Fechada;Finalizado
28/06/2023;11:30;Profissional 2;Cuidados com Cabelo;Nutrição P.H;Cliente 54;Feminino;175;Fechada;Finalizado
28/06/2023;11:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 54;Feminino;45;Fechada;Finalizado
28/06/2023;12:00;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 117;Feminino;50;Fechada;Finalizado
28/06/2023;13:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 43;Feminino;45;Fechada;Finalizado
28/06/2023;13:00;Profissional 1;Cuidados com Cabelo;Coloração Keune;Cliente 62;Feminino;77,5;Fechada;Finalizado
28/06/2023;13:00;Profissional 1;Cuidados com Cabelo;Nutrição P.H;Cliente 62;Feminino;145;Fechada;Finalizado
28/06/2023;13:00;Profissional 3;Cuidados com Cabelo;Coloração Keune;Cliente 62;Feminino;77,5;Fechada;Finalizado
28/06/2023;13:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 62;Feminino;45;Fechada;Finalizado
28/06/2023;13:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 32;Feminino;155;Fechada;Finalizado
28/06/2023;13:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 32;Feminino;45;Fechada;Finalizado
28/06/2023;14:00;Profissional 4;Mãos e Pés;Manicure;Cliente 33;Feminino;27;Aberta;Cancelado
28/06/2023;15:00;Profissional 3;Cuidados com Cabelo;Aplicação de Coloração do cliente raiz;Cliente 23;Feminino;150;Fechada;Finalizado
28/06/2023;15:00;Profissional 4;Mãos e Pés;Manicure;Cliente 33;Feminino;27;Fechada;Finalizado
28/06/2023;15:00;Profissional 6;Mãos e Pés - Unhas Artificiais;Remoção;Cliente 44;Feminino;60;Fechada;Finalizado
28/06/2023;15:00;Profissional 6;Mãos e Pés;Manicure;Cliente 44;Feminino;27;Fechada;Finalizado
28/06/2023;15:00;Profissional 2;Cuidados com Cabelo;Nutrição P.H;Cliente 23;Feminino;165;Fechada;Finalizado
28/06/2023;16:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 118;Feminino;45;Fechada;Finalizado
28/06/2023;16:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 118;Feminino;45;Fechada;Finalizado
29/06/2023;12:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 119;Feminino;145;Fechada;Finalizado
29/06/2023;12:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 119;Feminino;155;Fechada;Finalizado
29/06/2023;12:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 119;Feminino;45;Fechada;Finalizado
29/06/2023;12:00;Profissional 3;Sobrancelha;Pintura Sobrancelhas - Henna;Cliente 119;Feminino;60;Fechada;Finalizado
29/06/2023;12:00;Profissional 4;Mãos e Pés;LIXAR PÉS;Cliente 119;Feminino;10;Fechada;Finalizado
29/06/2023;15:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 66;Feminino;45;Fechada;Finalizado
29/06/2023;15:00;Profissional 2;Cuidados com Cabelo;Escova P;Cliente 66;Feminino;45;Fechada;Finalizado
29/06/2023;17:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 38;Feminino;45;Fechada;Finalizado
29/06/2023;17:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 38;Feminino;45;Aberta;Cancelado
30/06/2023;09:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 89;Feminino;45;Fechada;Finalizado
30/06/2023;09:00;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 89;Feminino;55;Fechada;Finalizado
30/06/2023;11:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 26;Feminino;45;Fechada;Finalizado
30/06/2023;11:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 31;Feminino;155;Fechada;Finalizado
30/06/2023;11:30;Profissional 2;Cuidados com Cabelo;Nutrição P.H;Cliente 31;Feminino;155;Fechada;Finalizado
30/06/2023;11:30;Profissional 4;Mãos e Pés;Manicure;Cliente 31;Feminino;27;Fechada;Finalizado
30/06/2023;13:30;Profissional 4;Mãos e Pés;Manicure;Cliente 60;Feminino;27;Fechada;Finalizado
30/06/2023;15:30;Profissional 3;Cuidados com Cabelo;Null;Cliente 10;Feminino;40;Fechada;Finalizado
30/06/2023;15:30;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 10;Feminino;55;Fechada;Finalizado
30/06/2023;15:30;Profissional 4;Mãos e Pés;Manicure;Cliente 10;Feminino;27;Fechada;Finalizado
30/06/2023;17:00;Profissional 2;Cuidados com Cabelo;Terapia Capilar pacote;Cliente 42;Feminino;170;Fechada;Finalizado
30/06/2023;17:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 42;Feminino;120;Fechada;Finalizado
30/06/2023;17:00;Profissional 4;Mãos e Pés;Esmaltação - Mãos;Cliente 42;Feminino;15;Fechada;Finalizado
30/06/2023;17:00;Profissional 4;Mãos e Pés;Esmaltação - Mãos;Cliente 42;Feminino;15;Fechada;Finalizado
01/07/2023;10:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 95;Feminino;45;Fechada;Finalizado
01/07/2023;10:00;Profissional 2;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
01/07/2023;12:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 103;Feminino;155;Fechada;Finalizado
01/07/2023;12:00;Profissional 2;Cuidados com Cabelo;Nutrição P.H;Cliente 103;Feminino;145;Fechada;Finalizado
01/07/2023;15:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 21;Feminino;230;Fechada;Finalizado
01/07/2023;15:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico G;Cliente 21;Feminino;120;Fechada;Finalizado
04/07/2023;09:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 39;Feminino;45;Aberta;Cancelado
04/07/2023;09:00;Profissional 5;Cuidados com Cabelo;Coloração Keune;Cliente 39;Feminino;175;Fechada;Finalizado
04/07/2023;09:00;Profissional 5;Cuidados com Cabelo;Reconstrução JOICO K-PAK, OLORCHE  OU CPR P;Cliente 39;Feminino;165;Fechada;Finalizado
04/07/2023;09:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 39;Feminino;120;Fechada;Finalizado
04/07/2023;09:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 39;Feminino;45;Fechada;Finalizado
04/07/2023;10:30;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
04/07/2023;10:30;Profissional 2;Cuidados com Cabelo;Null;Cliente 1;Feminino;50;Fechada;Finalizado
05/07/2023;09:00;Profissional 2;Cuidados com Cabelo;Mechas;Cliente 49;Feminino;225;Fechada;Finalizado
05/07/2023;09:00;Profissional 5;Cuidados com Cabelo;Mechas;Cliente 49;Feminino;225;Fechada;Finalizado
05/07/2023;09:00;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 49;Feminino;100;Fechada;Finalizado
05/07/2023;09:00;Profissional 5;Cuidados com Cabelo;Coloração Keune;Cliente 49;Feminino;125;Fechada;Finalizado
05/07/2023;09:00;Profissional 3;Cuidados com Cabelo;Coloração Keune;Cliente 49;Feminino;125;Fechada;Finalizado
05/07/2023;09:30;Profissional 6;Manicure;Banho em Gel;Cliente 49;Feminino;110;Fechada;Finalizado
05/07/2023;11:00;Profissional 4;Mãos e Pés;Manicure;Cliente 120;Feminino;27;Fechada;Finalizado
05/07/2023;15:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 6;Feminino;45;Fechada;Finalizado
05/07/2023;16:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 118;Feminino;45;Aberta;Cancelado
05/07/2023;16:00;Profissional 4;Mãos e Pés;Manicure;Cliente 121;Feminino;22,5;Fechada;Finalizado
05/07/2023;16:00;Profissional 6;Mãos e Pés;Pedicure;Cliente 121;Feminino;22,5;Fechada;Finalizado
05/07/2023;16:00;Profissional 5;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
05/07/2023;17:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 12;Feminino;45;Fechada;Finalizado
06/07/2023;09:00;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 121;Feminino;55;Fechada;Finalizado
06/07/2023;11:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 45;Feminino;45;Fechada;Finalizado
06/07/2023;11:00;Profissional 4;Mãos e Pés;Top Coat em gel;Cliente 45;Feminino;20;Fechada;Finalizado
06/07/2023;13:00;Profissional 6;Manicure;Manutenção Banho em Gel;Cliente 74;Feminino;90;Aberta;Cancelado
06/07/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 43;Feminino;45;Aberta;Cancelado
06/07/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 122;Feminino;45;Aberta;Cancelado
06/07/2023;14:00;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
06/07/2023;14:00;Profissional 5;Cuidados com Cabelo;Null;Cliente 1;Feminino;35;Fechada;Finalizado
06/07/2023;15:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 122;Feminino;45;Fechada;Finalizado
06/07/2023;16:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 52;Feminino;45;Fechada;Finalizado
07/07/2023;10:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 9;Feminino;155;Fechada;Finalizado
07/07/2023;10:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Orloche, Keune, Joico M;Cliente 9;Feminino;140;Fechada;Finalizado
07/07/2023;10:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 9;Feminino;45;Fechada;Finalizado
07/07/2023;10:00;Profissional 5;Cuidados com Cabelo;Nutrição KEUNE YOU G;Cliente 123;Feminino;215;Fechada;Finalizado
07/07/2023;11:30;Profissional 5;Cuidados com Cabelo;Coloração Keune;Cliente 66;Feminino;155;Fechada;Finalizado
07/07/2023;11:30;Profissional 5;Cuidados com Cabelo;Escova P;Cliente 66;Feminino;45;Fechada;Finalizado
07/07/2023;12:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 124;Feminino;45;Fechada;Finalizado
07/07/2023;14:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 7;Feminino;45;Fechada;Finalizado
07/07/2023;14:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico G;Cliente 7;Feminino;142;Fechada;Finalizado
07/07/2023;14:00;Profissional 5;Cuidados com Cabelo;Nutrição KEUNE YOU G;Cliente 123;Feminino;215;Fechada;Finalizado
07/07/2023;16:00;Profissional 5;Modelar pontas;Penteado;Cliente 49;Feminino;55;Fechada;Finalizado
07/07/2023;16:00;Profissional 6;Mãos e Pés;Pedicure;Cliente 49;Feminino;27;Fechada;Finalizado
07/07/2023;16:00;Profissional 2;Modelar pontas;Penteado;Cliente 49;Feminino;55;Fechada;Finalizado
07/07/2023;16:00;Profissional 3;Modelar pontas;Penteado;Cliente 49;Feminino;50;Fechada;Finalizado
08/07/2023;09:00;Profissional 3;Cuidados com Cabelo;Terapia Capilar com ozonio;Cliente 42;Feminino;170;Fechada;Finalizado
08/07/2023;09:00;Profissional 6;Mãos e Pés - Unhas Artificiais;Remoção;Cliente 125;Feminino;60;Fechada;Finalizado
08/07/2023;09:00;Profissional 6;Mãos e Pés;Manicure;Cliente 125;Feminino;22,5;Fechada;Finalizado
08/07/2023;09:00;Profissional 4;Mãos e Pés;Pedicure;Cliente 125;Feminino;22,5;Fechada;Finalizado
08/07/2023;09:00;Profissional 5;Cuidados com Cabelo;Escova M;Cliente 42;Feminino;55;Fechada;Finalizado
08/07/2023;09:00;Profissional 4;Mãos e Pés;Esmaltação - Mãos;Cliente 42;Feminino;15;Fechada;Finalizado
08/07/2023;09:00;Profissional 5;Cuidados com Cabelo;Coloração Keune;Cliente 125;Feminino;250;Fechada;Finalizado
08/07/2023;09:00;Profissional 5;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 125;Feminino;145;Fechada;Finalizado
08/07/2023;10:00;Profissional 2;Cuidados com Cabelo;Terapia Capilar pacote;Cliente 126;Feminino;170;Fechada;Finalizado
08/07/2023;10:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 126;Feminino;120;Fechada;Finalizado
08/07/2023;10:00;Profissional 6;Manicure;Banho em Gel;Cliente 127;Feminino;130;Fechada;Finalizado
08/07/2023;10:30;Profissional 5;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
08/07/2023;14:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 46;Feminino;45;Fechada;Finalizado
08/07/2023;14:30;Profissional 5;Cuidados com Cabelo;Hidratação Takae P;Cliente 46;Feminino;165;Fechada;Finalizado
08/07/2023;14:30;Profissional 2;Cuidados com Cabelo;Aplicação de Coloração do cliente raiz;Cliente 1;Feminino;90;Fechada;Finalizado
08/07/2023;14:30;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
08/07/2023;14:30;Profissional 2;Cuidados com Cabelo;Null;Cliente 1;Feminino;35;Fechada;Finalizado
08/07/2023;17:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico G;Cliente 8;Feminino;150;Fechada;Finalizado
08/07/2023;17:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 8;Feminino;45;Fechada;Finalizado
08/07/2023;17:00;Profissional 5;Cuidados com Cabelo;Nutrição P.H;Cliente 38;Feminino;155;Fechada;Finalizado
08/07/2023;17:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 38;Feminino;45;Fechada;Finalizado
11/07/2023;10:00;Profissional 4;Mãos e Pés;Manicure;Cliente 128;Feminino;27;Fechada;Finalizado
11/07/2023;10:00;Profissional 5;Cuidados com Cabelo;Escova M;Cliente 20;Feminino;55;Fechada;Finalizado
11/07/2023;10:00;Profissional 4;Mãos e Pés;Manicure;Cliente 20;Feminino;27;Fechada;Finalizado
11/07/2023;11:00;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 126;Feminino;58,5;Fechada;Finalizado
11/07/2023;11:00;Profissional 2;Cuidados com Cabelo;Null;Cliente 126;Feminino;31,5;Fechada;Finalizado
11/07/2023;11:00;Profissional 4;Mãos e Pés;Manicure;Cliente 126;Feminino;27;Fechada;Finalizado
11/07/2023;13:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 115;Feminino;155;Fechada;Finalizado
11/07/2023;13:00;Profissional 2;Cuidados com Cabelo;Hidratação Wella;Cliente 115;Feminino;45;Fechada;Finalizado
11/07/2023;13:00;Profissional 4;Mãos e Pés;Pedicure;Cliente 115;Feminino;27;Fechada;Finalizado
11/07/2023;13:00;Profissional 5;Cuidados com Cabelo;Coloração Keune;Cliente 91;Feminino;100;Fechada;Finalizado
11/07/2023;13:00;Profissional 5;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 91;Feminino;120;Fechada;Finalizado
11/07/2023;13:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 91;Feminino;100;Fechada;Finalizado
11/07/2023;15:30;Profissional 2;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
11/07/2023;15:30;Profissional 2;Cuidados com Cabelo;Null;Cliente 23;Feminino;40;Fechada;Finalizado
11/07/2023;15:30;Profissional 4;Mãos e Pés;Pedicure;Cliente 104;Feminino;27;Fechada;Finalizado
12/07/2023;09:30;Profissional 2;Cuidados com Cabelo;Pure Repair P.H;Cliente 39;Feminino;297;Fechada;Finalizado
12/07/2023;11:00;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
12/07/2023;11:00;Profissional 5;Cuidados com Cabelo;Null;Cliente 1;Feminino;35;Fechada;Finalizado
13/07/2023;10:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 44;Feminino;45;Fechada;Finalizado
13/07/2023;10:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 83;Feminino;155;Fechada;Finalizado
13/07/2023;10:00;Profissional 2;Cuidados com Cabelo;Reconstrução JOICO K-PAK,OLORCHE OU CPR M;Cliente 83;Feminino;135;Fechada;Finalizado
13/07/2023;10:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 83;Feminino;45;Fechada;Finalizado
13/07/2023;13:00;Profissional 4;Mãos e Pés;Manicure;Cliente 18;Feminino;27;Fechada;Finalizado
13/07/2023;13:00;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 18;Feminino;55;Fechada;Finalizado
13/07/2023;13:30;Profissional 6;Manicure;Manutenção Banho em Gel;Cliente 74;Feminino;90;Fechada;Finalizado
13/07/2023;14:00;Profissional 4;Mãos e Pés;Esmaltação - Pés;Cliente 42;Feminino;15;Aberta;Cancelado
13/07/2023;14:00;Profissional 2;Cuidados com Cabelo;Null;Cliente 129;Feminino;50;Fechada;Finalizado
13/07/2023;15:00;Profissional 2;Cuidados com Cabelo;Null;Cliente 30;Feminino;50;Fechada;Finalizado
13/07/2023;16:30;Profissional 2;Cuidados com Cabelo;Terapia Capilar pacote;Cliente 42;Feminino;170;Fechada;Finalizado
13/07/2023;16:30;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 42;Feminino;50;Fechada;Finalizado
13/07/2023;16:30;Profissional 4;Mãos e Pés;Esmaltação - Mãos;Cliente 42;Feminino;15;Fechada;Finalizado
13/07/2023;16:30;Profissional 4;Mãos e Pés;Esmaltação - Pés;Cliente 42;Feminino;15;Fechada;Finalizado
14/07/2023;08:30;Profissional 5;Cuidados com Cabelo;Nutrição KEUNE YOU G;Cliente 123;Feminino;215;Fechada;Finalizado
14/07/2023;09:30;Profissional 2;Cuidados com Cabelo;Nutrição KEUNE YOU G;Cliente 40;Feminino;130;Fechada;Finalizado
14/07/2023;09:30;Profissional 5;Cuidados com Cabelo;Escova GG;Cliente 40;Feminino;85;Fechada;Finalizado
14/07/2023;09:30;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 40;Feminino;50;Fechada;Finalizado
14/07/2023;09:30;Profissional 3;Cuidados com Cabelo;Corte - Franja;Cliente 40;Feminino;40;Fechada;Finalizado
14/07/2023;10:30;Profissional 2;Cuidados com Cabelo;Nutrição KEUNE YOU G;Cliente 67;Feminino;180;Fechada;Finalizado
14/07/2023;12:00;Profissional 5;Cuidados com Cabelo;Escova M;Cliente 4;Feminino;55;Fechada;Finalizado
14/07/2023;12:00;Profissional 2;Cuidados com Cabelo;Lavar e Secar P;Cliente 130;Feminino;25;Fechada;Finalizado
14/07/2023;12:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 130;Feminino;95;Fechada;Finalizado
14/07/2023;12:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 27;Feminino;45;Fechada;Finalizado
14/07/2023;13:30;Profissional 6;Mãos e Pés;Esmaltação - Mãos;Cliente 66;Feminino;15;Fechada;Finalizado
14/07/2023;13:30;Profissional 2;Cuidados com Cabelo;Pure Repair P.H;Cliente 66;Feminino;333;Fechada;Finalizado
14/07/2023;13:30;Profissional 5;Cuidados com Cabelo;Null;Cliente 10;Feminino;40;Fechada;Finalizado
14/07/2023;13:30;Profissional 5;Cuidados com Cabelo;Lavar e Secar G;Cliente 10;Feminino;45;Fechada;Finalizado
14/07/2023;13:30;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 10;Feminino;105;Fechada;Finalizado
14/07/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 36;Feminino;45;Fechada;Finalizado
14/07/2023;14:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 131;Feminino;45;Fechada;Finalizado
14/07/2023;15:00;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 55;Feminino;50;Fechada;Finalizado
14/07/2023;15:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 3;Feminino;45;Fechada;Finalizado
14/07/2023;15:30;Profissional 4;Mãos e Pés;Top Coat em gel;Cliente 3;Feminino;20;Fechada;Finalizado
14/07/2023;17:00;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 132;Feminino;65;Fechada;Finalizado
14/07/2023;17:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 132;Feminino;120;Fechada;Finalizado
14/07/2023;17:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 132;Feminino;45;Fechada;Finalizado
